Relation ID ; Absolute ; Relative ; Quadratic ; SquaredQError ; SquaredRelative ; Estimate ; Truth ; Tuples 
336177 ; 0.00260960 ; 0.57784065 ; 0.00000681 ; 0.74368621 ; 0.33389982 ; 1.906526e-03 ; 4.516129e-03 ; 4650
336177 ; 0.05554328 ; 0.53034142 ; 0.00308506 ; 0.57115698 ; 0.28126203 ; 4.918790e-02 ; 1.047312e-01 ; 4650
336177 ; 0.00053279 ; 0.82582558 ; 0.00000028 ; 3.05444852 ; 0.68198789 ; 1.123705e-04 ; 6.451613e-04 ; 4650
336177 ; 0.01382920 ; 0.53145260 ; 0.00019125 ; 0.57474290 ; 0.28244186 ; 1.219231e-02 ; 2.602151e-02 ; 4650
336177 ; 0.00512032 ; 0.95237891 ; 0.00002622 ; 9.26885513 ; 0.90702558 ; 2.560273e-04 ; 5.376344e-03 ; 4650
336177 ; 0.00001045 ; 104521.04747093 ; 0.00000000 ; 133.56779260 ; 10924649364.42022705 ; 1.045210e-05 ; 0.000000e+00 ; 4650
336177 ; 0.01693163 ; 0.70929809 ; 0.00028668 ; 1.52635377 ; 0.50310378 ; 6.939336e-03 ; 2.387097e-02 ; 4650
336177 ; 0.08981160 ; 0.54378118 ; 0.00806612 ; 0.61588391 ; 0.29569797 ; 7.534969e-02 ; 1.651613e-01 ; 4650
336177 ; 0.00049195 ; 0.76252145 ; 0.00000024 ; 2.06691792 ; 0.58143896 ; 1.532119e-04 ; 6.451613e-04 ; 4650
336177 ; 0.07240206 ; 0.44949211 ; 0.00524206 ; 0.35630631 ; 0.20204316 ; 8.867321e-02 ; 1.610753e-01 ; 4650
336177 ; 0.03410148 ; 0.52161796 ; 0.00116291 ; 0.54367855 ; 0.27208529 ; 3.127487e-02 ; 6.537634e-02 ; 4650
336177 ; 0.00006803 ; 680320.83616507 ; 0.00000000 ; 180.37352898 ; 462836440120.34265137 ; 6.803208e-05 ; 0.000000e+00 ; 4650
336177 ; 0.00035359 ; 0.82208576 ; 0.00000013 ; 2.98064227 ; 0.67582500 ; 7.652217e-05 ; 4.301075e-04 ; 4650
336177 ; 0.00018114 ; 0.84231045 ; 0.00000003 ; 3.41187834 ; 0.70948689 ; 3.391165e-05 ; 2.150538e-04 ; 4650
336177 ; 0.08465197 ; 0.50791183 ; 0.00716596 ; 0.50281907 ; 0.25797442 ; 8.201470e-02 ; 1.666667e-01 ; 4650
336177 ; 0.06263696 ; 0.47826253 ; 0.00392339 ; 0.42326831 ; 0.22873504 ; 6.833078e-02 ; 1.309677e-01 ; 4650
336177 ; 0.02972809 ; 0.45027883 ; 0.00088376 ; 0.35801566 ; 0.20275103 ; 3.629342e-02 ; 6.602151e-02 ; 4650
336177 ; 0.00004686 ; 468591.73027737 ; 0.00000000 ; 170.49802659 ; 219578209684.33770752 ; 4.685917e-05 ; 0.000000e+00 ; 4650
336177 ; 0.00425777 ; 0.44996900 ; 0.00001813 ; 0.35734169 ; 0.20247210 ; 5.204594e-03 ; 9.462366e-03 ; 4650
336177 ; 0.00253685 ; 0.51288491 ; 0.00000644 ; 0.51732754 ; 0.26305093 ; 2.409386e-03 ; 4.946237e-03 ; 4650
336177 ; 0.00397508 ; 0.25320696 ; 0.00001580 ; 0.08524484 ; 0.06411376 ; 1.172385e-02 ; 1.569892e-02 ; 4650
336177 ; 0.00274608 ; 0.60806117 ; 0.00000754 ; 0.87731227 ; 0.36973838 ; 1.770046e-03 ; 4.516129e-03 ; 4650
336177 ; 0.00000908 ; 90838.63194622 ; 0.00000000 ; 130.34448549 ; 8251657053.86019230 ; 9.083863e-06 ; 0.000000e+00 ; 4650
336177 ; 0.00157952 ; 0.66770804 ; 0.00000249 ; 1.21383390 ; 0.44583403 ; 7.860669e-04 ; 2.365591e-03 ; 4650
336177 ; 0.00328774 ; 0.46327246 ; 0.00001081 ; 0.38721335 ; 0.21462137 ; 3.809034e-03 ; 7.096774e-03 ; 4650
336177 ; 0.01194061 ; 0.88176787 ; 0.00014258 ; 4.55867484 ; 0.77751457 ; 1.601060e-03 ; 1.354167e-02 ; 4800
336177 ; 0.00018216 ; 0.87434632 ; 0.00000003 ; 4.30241233 ; 0.76448149 ; 2.617776e-05 ; 2.083333e-04 ; 4800
336177 ; 0.00387010 ; 0.88459515 ; 0.00001498 ; 4.66261510 ; 0.78250859 ; 5.048961e-04 ; 4.375000e-03 ; 4800
336177 ; 0.00054227 ; 1.30144329 ; 0.00000029 ; 0.69478300 ; 1.69375464 ; 9.589348e-04 ; 4.166667e-04 ; 4800
336177 ; 0.00002765 ; 276456.69202973 ; 0.00000000 ; 156.99621571 ; 76428302568.01860046 ; 2.764567e-05 ; 0.000000e+00 ; 4800
336177 ; 0.00069882 ; 0.83858672 ; 0.00000049 ; 3.32620003 ; 0.70322770 ; 1.345110e-04 ; 8.333333e-04 ; 4800
336177 ; 0.00103510 ; 0.70978140 ; 0.00000107 ; 1.53046802 ; 0.50378964 ; 4.232354e-04 ; 1.458333e-03 ; 4800
336177 ; 0.00419379 ; 0.45750425 ; 0.00001759 ; 0.37402400 ; 0.20931013 ; 4.972878e-03 ; 9.166667e-03 ; 4800
336177 ; 0.03285670 ; 0.36339210 ; 0.00107956 ; 0.20394378 ; 0.13205382 ; 5.755996e-02 ; 9.041667e-02 ; 4800
336177 ; 0.00232810 ; 0.30202408 ; 0.00000542 ; 0.12929108 ; 0.09121855 ; 5.380231e-03 ; 7.708333e-03 ; 4800
336177 ; 0.00127597 ; 0.87495373 ; 0.00000163 ; 0.39511782 ; 0.76554403 ; 2.734308e-03 ; 1.458333e-03 ; 4800
336177 ; 0.08182356 ; 0.89669650 ; 0.00669509 ; 5.15328145 ; 0.80406461 ; 9.426444e-03 ; 9.125000e-02 ; 4800
336177 ; 0.00443693 ; 0.96805758 ; 0.00001969 ; 11.85989977 ; 0.93713549 ; 1.464026e-04 ; 4.583333e-03 ; 4800
336177 ; 0.00085558 ; 0.82135467 ; 0.00000073 ; 2.96649925 ; 0.67462349 ; 1.860888e-04 ; 1.041667e-03 ; 4800
336177 ; 0.00001343 ; 134265.49114438 ; 0.00000000 ; 139.41898900 ; 18027222112.24264908 ; 1.342655e-05 ; 0.000000e+00 ; 4800
